Report Number,Date Reported,Date of Occurrence,City,Latitude,Longitude,Crime Description,Clean Category,Victim Age,Victim Gender,Weapon Used,Crime Domain,Severity,Case Closed,Date Case Closed,Crime_Hour,Crime_DayOfWeek,Crime_Month,Is_Weekend,Weapon_Risk,Lat_Round,Lon_Round,Area_Crime_Count,Area_Avg_Severity,Risk_Score,Hotspot_Level,Crime_Time_Period
106,2020-01-06 00:00,2020-05-01 09:00:00,Hyderabad,17.385,78.4867,VEHICLE - STOLEN,Other,69,F,,Violent Crime,5,Yes,2020-02-22 00:00,9,Friday,5,0,2.0,17.385,78.487,2881.0,2.393960430406109,1153.518188129122,,Morning
107,2020-01-05 11:00,2020-05-01 10:00:00,Lucknow,26.8467,80.9462,DOMESTIC VIOLENCE,Other,12,F,Blunt Object,Violent Crime,5,No,,10,Friday,5,0,3.0,26.847,80.946,1456.0,2.3777472527472527,583.7133241758241,High,Morning
108,2020-01-07 12:00,2020-05-01 11:00:00,Bangalore,12.9716,77.5946,ARSON,Other,21,F,Poison,Fire Accident,1,Yes,2020-02-09 12:00,11,Friday,5,0,2.0,12.972,77.595,3588.0,2.38015607580825,1436.3140468227425,,Morning
109,2020-01-07 20:00,2020-05-01 12:00:00,Chennai,13.0827,80.2707,PUBLIC INTOXICATION,Other,55,F,Blunt Object,Other Crime,1,No,,12,Friday,5,0,3.0,13.083,80.271,2493.0,2.4091456077015643,998.5227436823104,High,Afternoon
110,2020-01-05 17:00,2020-05-01 13:00:00,Delhi,28.7041,77.1025,ARSON,Other,15,F,Other,Fire Accident,1,No,,13,Friday,5,0,2.0,28.704,77.102,5400.0,2.385925925925926,2161.115777777778,,Afternoon
111,2020-01-07 04:00,2020-05-01 14:00:00,Visakhapatnam,17.6868,83.2185,ILLEGAL POSSESSION,Other,58,F,Explosives,Other Crime,1,Yes,2020-02-16 04:00,14,Friday,5,0,2.0,17.687,83.218,728.0,2.342032967032967,292.30260989010986,High,Afternoon
112,2020-01-08 05:00,2020-05-01 15:00:00,Delhi,28.7041,77.1025,COUNTERFEITING,Other,37,F,,Other Crime,1,No,,15,Friday,5,0,2.0,28.704,77.102,5400.0,2.385925925925926,2161.115777777778,,Afternoon
113,2020-01-07 09:00,2020-05-01 16:00:00,Bangalore,12.9716,77.5946,HOMICIDE,Homicide,49,F,Knife,Other Crime,5,Yes,2021-11-08 09:00,16,Friday,5,0,3.0,12.972,77.595,3588.0,2.38015607580825,1436.5140468227423,,Afternoon
114,2020-01-06 15:00,2020-05-01 17:00:00,Surat,21.1702,72.8311,EXTORTION,Other,30,M,Poison,Other Crime,1,No,,17,Friday,5,0,2.0,21.17,72.831,1111.0,2.2997299729973,445.4899189918992,High,Evening
115,2020-01-07 13:00,2020-05-01 18:00:00,Pune,18.5204,73.8567,FIREARM OFFENSE,Other,50,F,Blunt Object,Fire Accident,1,Yes,2020-02-03 13:00,18,Friday,5,0,3.0,18.52,73.857,2212.0,2.3589511754068715,886.1076853526222,High,Evening
116,2020-01-05 20:00,2020-05-01 19:00:00,Mumbai,19.076,72.8777,BURGLARY,Burglary,64,F,Knife,Other Crime,3,No,,19,Friday,5,0,3.0,19.076,72.878,4415.0,2.3966024915062287,1767.318980747452,,Evening
117,2020-01-07 04:00,2020-05-01 20:00:00,Lucknow,26.8467,80.9462,VANDALISM,Vandalism,43,M,Poison,Other Crime,2,Yes,2020-03-13 04:00,20,Friday,5,0,2.0,26.847,80.946,1456.0,2.3777472527472527,583.5133241758241,High,Evening
118,2020-01-06 20:00,2020-05-01 21:00:00,Delhi,28.7041,77.1025,DRUG OFFENSE,Other,32,M,Explosives,Other Crime,1,Yes,2020-03-30 20:00,21,Friday,5,0,2.0,28.704,77.102,5400.0,2.385925925925926,2161.115777777778,,Night
119,2020-01-07 19:00,2020-05-01 22:00:00,Mumbai,19.076,72.8777,ILLEGAL POSSESSION,Other,14,M,Poison,Other Crime,1,Yes,2020-02-27 19:00,22,Friday,5,0,2.0,19.076,72.878,4415.0,2.3966024915062287,1767.118980747452,,Night
120,2020-01-07 02:00,2020-05-01 23:00:00,Pune,18.5204,73.8567,TRAFFIC VIOLATION,Other,70,M,,Traffic Fatality,1,Yes,2020-01-27 02:00,23,Friday,5,0,2.0,18.52,73.857,2212.0,2.3589511754068715,885.9076853526221,High,Night
121,2020-01-07 14:00,2020-06-01 00:00:00,Ahmedabad,23.0225,72.5714,VEHICLE - STOLEN,Other,78,F,Firearm,Violent Crime,5,Yes,2020-01-22 14:00,0,Monday,6,0,5.0,23.022,72.571,1817.0,2.4446890478811225,728.5334067143644,High,Night
122,2020-01-08 19:00,2020-06-01 01:00:00,Delhi,28.7041,77.1025,KIDNAPPING,Kidnapping,22,F,Other,Other Crime,4,Yes,2020-04-06 19:00,1,Monday,6,0,2.0,28.704,77.102,5400.0,2.385925925925926,2161.115777777778,,Night
123,2020-01-06 04:00,2020-06-01 02:00:00,Bhopal,23.2599,77.4126,VANDALISM,Vandalism,60,F,,Other Crime,2,No,,2,Monday,6,0,2.0,23.26,77.413,690.0,2.408695652173913,277.12260869565216,High,Night
124,2020-01-08 23:00,2020-06-01 03:00:00,Ludhiana,30.9,75.8573,SEXUAL ASSAULT,Assault,44,F,Blunt Object,Violent Crime,5,No,,3,Monday,6,0,3.0,30.9,75.857,761.0,2.3955321944809462,305.71865965834434,High,Night
125,2020-01-09 00:00,2020-06-01 04:00:00,Pune,18.5204,73.8567,FRAUD,Other,30,M,Knife,Other Crime,1,No,,4,Monday,6,0,3.0,18.52,73.857,2212.0,2.3589511754068715,886.1076853526222,High,Night
126,2020-01-09 02:00,2020-06-01 05:00:00,Pune,18.5204,73.8567,ASSAULT,Assault,62,F,,Violent Crime,5,No,,5,Monday,6,0,2.0,18.52,73.857,2212.0,2.3589511754068715,885.9076853526221,High,Morning
127,2020-01-07 07:00,2020-06-01 06:00:00,Surat,21.1702,72.8311,FIREARM OFFENSE,Other,42,F,,Fire Accident,1,No,,6,Monday,6,0,2.0,21.17,72.831,1111.0,2.2997299729973,445.4899189918992,High,Morning
128,2020-01-07 04:00,2020-06-01 07:00:00,Ghaziabad,28.6692,77.4538,IDENTITY THEFT,Identity Theft,73,F,Knife,Violent Crime,2,Yes,2020-04-01 04:00,7,Monday,6,0,3.0,28.669,77.454,704.0,2.375,282.9125,High,Morning
129,2020-01-09 04:00,2020-06-01 08:00:00,Kanpur,26.4499,80.3319,SHOPLIFTING,Other,25,M,Explosives,Other Crime,1,No,,8,Monday,6,0,2.0,26.45,80.332,1112.0,2.372302158273381,445.911690647482,High,Morning
130,2020-01-08 14:00,2020-06-01 09:00:00,Ghaziabad,28.6692,77.4538,ROBBERY,Robbery,33,M,Other,Violent Crime,3,Yes,2020-05-20 14:00,9,Monday,6,0,2.0,28.669,77.454,704.0,2.375,282.7125,High,Morning
131,2020-01-08 13:00,2020-06-01 10:00:00,Agra,,,ARSON,Other,13,F,Poison,Fire Accident,1,No,,10,Monday,6,0,2.0,,,,,,,Morning
132,2020-01-07 04:00,2020-06-01 11:00:00,Lucknow,26.8467,80.9462,IDENTITY THEFT,Identity Theft,39,F,Knife,Violent Crime,2,No,,11,Monday,6,0,3.0,26.847,80.946,1456.0,2.3777472527472527,583.7133241758241,High,Morning
133,2020-01-06 23:00,2020-06-01 12:00:00,Bangalore,12.9716,77.5946,HOMICIDE,Homicide,18,M,,Other Crime,5,No,,12,Monday,6,0,2.0,12.972,77.595,3588.0,2.38015607580825,1436.3140468227425,,Afternoon
134,2020-01-06 22:00,2020-06-01 13:00:00,Lucknow,26.8467,80.9462,ILLEGAL POSSESSION,Other,75,F,Knife,Other Crime,1,No,,13,Monday,6,0,3.0,26.847,80.946,1456.0,2.3777472527472527,583.7133241758241,High,Afternoon
135,2020-01-06 18:00,2020-06-01 14:00:00,Delhi,28.7041,77.1025,VANDALISM,Vandalism,50,F,Other,Other Crime,2,No,,14,Monday,6,0,2.0,28.704,77.102,5400.0,2.385925925925926,2161.115777777778,,Afternoon
136,2020-01-09 07:00,2020-06-01 15:00:00,Delhi,28.7041,77.1025,FRAUD,Other,71,F,Other,Other Crime,1,No,,15,Monday,6,0,2.0,28.704,77.102,5400.0,2.385925925925926,2161.115777777778,,Afternoon
137,2020-01-07 23:00,2020-06-01 16:00:00,Ahmedabad,23.0225,72.5714,PUBLIC INTOXICATION,Other,38,F,Explosives,Other Crime,1,Yes,2020-01-23 23:00,16,Monday,6,0,2.0,23.022,72.571,1817.0,2.4446890478811225,727.9334067143644,High,Afternoon
138,2020-01-08 12:00,2020-06-01 17:00:00,Mumbai,19.076,72.8777,ASSAULT,Assault,12,M,Blunt Object,Violent Crime,5,No,,17,Monday,6,0,3.0,19.076,72.878,4415.0,2.3966024915062287,1767.318980747452,,Evening
139,2020-01-08 17:00,2020-06-01 18:00:00,Kanpur,26.4499,80.3319,KIDNAPPING,Kidnapping,57,F,Other,Other Crime,4,No,,18,Monday,6,0,2.0,26.45,80.332,1112.0,2.372302158273381,445.911690647482,High,Evening
140,2020-01-08 16:00,2020-06-01 19:00:00,Jaipur,26.9124,75.7873,CYBERCRIME,Other,47,F,Firearm,Other Crime,1,Yes,2020-02-06 16:00,19,Monday,6,0,5.0,26.912,75.787,1479.0,2.310344827586207,593.2931034482759,High,Evening
141,2020-01-08 13:00,2020-06-01 20:00:00,Delhi,28.7041,77.1025,DOMESTIC VIOLENCE,Other,73,F,Other,Violent Crime,5,No,,20,Monday,6,0,2.0,28.704,77.102,5400.0,2.385925925925926,2161.115777777778,,Evening
142,2020-01-07 23:00,2020-06-01 21:00:00,Mumbai,19.076,72.8777,FIREARM OFFENSE,Other,41,F,Blunt Object,Fire Accident,1,Yes,2020-03-27 23:00,21,Monday,6,0,3.0,19.076,72.878,4415.0,2.3966024915062287,1767.318980747452,,Night
143,2020-01-07 09:00,2020-06-01 22:00:00,Mumbai,19.076,72.8777,ILLEGAL POSSESSION,Other,45,F,,Other Crime,1,No,,22,Monday,6,0,2.0,19.076,72.878,4415.0,2.3966024915062287,1767.118980747452,,Night
144,2020-01-07 06:00,2020-06-01 23:00:00,Varanasi,25.3176,82.9739,ASSAULT,Assault,79,F,Firearm,Violent Crime,5,Yes,2020-02-04 06:00,23,Monday,6,0,5.0,25.318,82.974,355.0,2.309859154929577,143.69295774647887,High,Night
145,2020-01-08 20:00,2020-07-01 00:00:00,Ludhiana,30.9,75.8573,IDENTITY THEFT,Identity Theft,17,M,Firearm,Violent Crime,2,No,,0,Wednesday,7,0,5.0,30.9,75.857,761.0,2.3955321944809462,306.1186596583443,High,Night
146,2020-01-08 01:00,2020-07-01 01:00:00,Kolkata,22.5726,88.3639,PUBLIC INTOXICATION,Other,15,F,Knife,Other Crime,1,No,,1,Wednesday,7,0,3.0,22.573,88.364,2518.0,2.3669579030976964,1008.5100873709292,,Night
147,2020-01-07 16:00,2020-07-01 02:00:00,Meerut,28.9845,77.7064,CYBERCRIME,Other,44,F,Other,Other Crime,1,Yes,2020-01-26 16:00,2,Wednesday,7,0,2.0,28.984,77.706,395.0,2.551898734177215,159.16556962025317,High,Night
148,2020-01-07 16:00,2020-07-01 03:00:00,Bangalore,12.9716,77.5946,COUNTERFEITING,Other,28,F,Knife,Other Crime,1,No,,3,Wednesday,7,0,3.0,12.972,77.595,3588.0,2.38015607580825,1436.5140468227423,,Night
149,2020-01-07 06:00,2020-07-01 04:00:00,Agra,,,IDENTITY THEFT,Identity Theft,41,F,,Violent Crime,2,Yes,2020-02-27 06:00,4,Wednesday,7,0,2.0,,,,,,,Night
150,2020-01-07 08:00,2020-07-01 05:00:00,Patna,25.5941,85.1376,SHOPLIFTING,Other,46,F,Knife,Other Crime,1,Yes,2020-04-03 08:00,5,Wednesday,7,0,3.0,25.594,85.138,695.0,2.3884892086330933,279.31654676258995,High,Morning
151,2020-01-08 08:00,2020-07-01 06:00:00,Bhopal,23.2599,77.4126,DRUG OFFENSE,Other,35,F,Blunt Object,Other Crime,1,Yes,2020-03-27 08:00,6,Wednesday,7,0,3.0,23.26,77.413,690.0,2.408695652173913,277.3226086956522,High,Morning
152,2020-01-07 08:00,2020-07-01 07:00:00,Bangalore,12.9716,77.5946,ILLEGAL POSSESSION,Other,67,M,,Other Crime,1,No,,7,Wednesday,7,0,2.0,12.972,77.595,3588.0,2.38015607580825,1436.3140468227425,,Morning
153,2020-01-08 01:00,2020-07-01 08:00:00,Delhi,28.7041,77.1025,IDENTITY THEFT,Identity Theft,23,F,Knife,Violent Crime,2,No,,8,Wednesday,7,0,3.0,28.704,77.102,5400.0,2.385925925925926,2161.315777777778,,Morning
154,2020-01-09 16:00,2020-07-01 09:00:00,Chennai,13.0827,80.2707,KIDNAPPING,Kidnapping,39,F,Other,Other Crime,4,No,,9,Wednesday,7,0,2.0,13.083,80.271,2493.0,2.4091456077015643,998.3227436823104,High,Morning
155,2020-01-10 06:00,2020-07-01 10:00:00,Bangalore,12.9716,77.5946,DOMESTIC VIOLENCE,Other,48,F,Blunt Object,Violent Crime,5,No,,10,Wednesday,7,0,3.0,12.972,77.595,3588.0,2.38015607580825,1436.5140468227423,,Morning
156,2020-01-10 05:00,2020-07-01 11:00:00,Pune,18.5204,73.8567,DOMESTIC VIOLENCE,Other,71,F,Blunt Object,Violent Crime,5,Yes,2020-04-02 05:00,11,Wednesday,7,0,3.0,18.52,73.857,2212.0,2.3589511754068715,886.1076853526222,High,Morning
157,2020-01-07 13:00,2020-07-01 12:00:00,Hyderabad,17.385,78.4867,COUNTERFEITING,Other,32,F,Other,Other Crime,1,No,,12,Wednesday,7,0,2.0,17.385,78.487,2881.0,2.393960430406109,1153.518188129122,,Afternoon
158,2020-01-08 16:00,2020-07-01 13:00:00,Ahmedabad,23.0225,72.5714,HOMICIDE,Homicide,18,F,Firearm,Other Crime,5,No,,13,Wednesday,7,0,5.0,23.022,72.571,1817.0,2.4446890478811225,728.5334067143644,High,Afternoon
159,2020-01-09 18:00,2020-07-01 14:00:00,Delhi,28.7041,77.1025,VEHICLE - STOLEN,Other,38,F,Poison,Violent Crime,5,Yes,2020-02-08 18:00,14,Wednesday,7,0,2.0,28.704,77.102,5400.0,2.385925925925926,2161.115777777778,,Afternoon
160,2020-01-07 19:00,2020-07-01 15:00:00,Kolkata,22.5726,88.3639,ASSAULT,Assault,27,F,Blunt Object,Violent Crime,5,Yes,2020-03-22 19:00,15,Wednesday,7,0,3.0,22.573,88.364,2518.0,2.3669579030976964,1008.5100873709292,,Afternoon
161,2020-01-09 03:00,2020-07-01 16:00:00,Meerut,28.9845,77.7064,COUNTERFEITING,Other,30,F,Knife,Other Crime,1,Yes,2020-02-19 03:00,16,Wednesday,7,0,3.0,28.984,77.706,395.0,2.551898734177215,159.36556962025315,High,Afternoon
162,2020-01-07 21:00,2020-07-01 17:00:00,Surat,21.1702,72.8311,CYBERCRIME,Other,17,F,,Other Crime,1,No,,17,Wednesday,7,0,2.0,21.17,72.831,1111.0,2.2997299729973,445.4899189918992,High,Evening
163,2020-01-09 16:00,2020-07-01 18:00:00,Pune,18.5204,73.8567,SHOPLIFTING,Other,39,F,Knife,Other Crime,1,No,,18,Wednesday,7,0,3.0,18.52,73.857,2212.0,2.3589511754068715,886.1076853526222,High,Evening
164,2020-01-08 20:00,2020-07-01 19:00:00,Pune,18.5204,73.8567,ARSON,Other,66,F,Firearm,Fire Accident,1,No,,19,Wednesday,7,0,5.0,18.52,73.857,2212.0,2.3589511754068715,886.5076853526222,High,Evening
165,2020-01-10 00:00,2020-07-01 20:00:00,Ghaziabad,28.6692,77.4538,SEXUAL ASSAULT,Assault,11,F,Firearm,Violent Crime,5,Yes,2020-12-23 00:00,20,Wednesday,7,0,5.0,28.669,77.454,704.0,2.375,283.3125,High,Evening
166,2020-01-10 14:00,2020-07-01 21:00:00,Ahmedabad,23.0225,72.5714,VANDALISM,Vandalism,54,M,Firearm,Other Crime,2,Yes,2020-03-10 14:00,21,Wednesday,7,0,5.0,23.022,72.571,1817.0,2.4446890478811225,728.5334067143644,High,Night
167,2020-01-08 16:00,2020-07-01 22:00:00,Delhi,28.7041,77.1025,VANDALISM,Vandalism,79,M,Explosives,Other Crime,2,Yes,2020-01-27 16:00,22,Wednesday,7,0,2.0,28.704,77.102,5400.0,2.385925925925926,2161.115777777778,,Night
168,2020-01-08 22:00,2020-07-01 23:00:00,Delhi,28.7041,77.1025,FRAUD,Other,12,F,Firearm,Other Crime,1,Yes,2020-03-04 22:00,23,Wednesday,7,0,5.0,28.704,77.102,5400.0,2.385925925925926,2161.715777777778,,Night
169,2020-01-08 16:00,2020-08-01 00:00:00,Lucknow,26.8467,80.9462,DRUG OFFENSE,Other,19,F,Blunt Object,Other Crime,1,No,,0,Saturday,8,1,3.0,26.847,80.946,1456.0,2.3777472527472527,583.8133241758242,High,Night
170,2020-01-10 07:00,2020-08-01 01:00:00,Kalyan,,,TRAFFIC VIOLATION,Other,21,F,Knife,Traffic Fatality,1,Yes,2020-01-17 07:00,1,Saturday,8,1,3.0,,,,,,,Night
171,2020-01-09 11:00,2020-08-01 02:00:00,Agra,,,COUNTERFEITING,Other,24,M,,Other Crime,1,Yes,2020-03-11 11:00,2,Saturday,8,1,2.0,,,,,,,Night
172,2020-01-08 15:00,2020-08-01 03:00:00,Jaipur,26.9124,75.7873,TRAFFIC VIOLATION,Other,58,M,Poison,Traffic Fatality,1,No,,3,Saturday,8,1,2.0,26.912,75.787,1479.0,2.310344827586207,592.7931034482759,High,Night
173,2020-01-11 03:00,2020-08-01 04:00:00,Hyderabad,17.385,78.4867,SEXUAL ASSAULT,Assault,51,F,Blunt Object,Violent Crime,5,Yes,2021-10-29 03:00,4,Saturday,8,1,3.0,17.385,78.487,2881.0,2.393960430406109,1153.8181881291218,,Night
174,2020-01-09 20:00,2020-08-01 05:00:00,Indore,,,DRUG OFFENSE,Other,40,F,,Other Crime,1,No,,5,Saturday,8,1,2.0,,,,,,,Morning
175,2020-01-09 00:00,2020-08-01 06:00:00,Surat,21.1702,72.8311,ROBBERY,Robbery,64,M,Blunt Object,Violent Crime,3,Yes,2020-06-15 00:00,6,Saturday,8,1,3.0,21.17,72.831,1111.0,2.2997299729973,445.7899189918992,High,Morning
176,2020-01-09 23:00,2020-08-01 07:00:00,Lucknow,26.8467,80.9462,BURGLARY,Burglary,66,F,,Other Crime,3,Yes,2020-06-28 23:00,7,Saturday,8,1,2.0,26.847,80.946,1456.0,2.3777472527472527,583.6133241758241,High,Morning
177,2020-01-08 14:00,2020-08-01 08:00:00,Chennai,13.0827,80.2707,FIREARM OFFENSE,Other,28,F,Firearm,Fire Accident,1,Yes,2020-03-21 14:00,8,Saturday,8,1,5.0,13.083,80.271,2493.0,2.4091456077015643,999.0227436823104,High,Morning
178,2020-01-09 15:00,2020-08-01 09:00:00,Mumbai,19.076,72.8777,ILLEGAL POSSESSION,Other,54,F,,Other Crime,1,No,,9,Saturday,8,1,2.0,19.076,72.878,4415.0,2.3966024915062287,1767.218980747452,,Morning
179,2020-01-10 12:00,2020-08-01 10:00:00,Agra,,,FRAUD,Other,42,F,Knife,Other Crime,1,No,,10,Saturday,8,1,3.0,,,,,,,Morning
180,2020-01-10 01:00,2020-08-01 11:00:00,Pune,18.5204,73.8567,DOMESTIC VIOLENCE,Other,72,M,Blunt Object,Violent Crime,5,Yes,2020-01-23 01:00,11,Saturday,8,1,3.0,18.52,73.857,2212.0,2.3589511754068715,886.2076853526222,High,Morning
181,2020-01-10 18:00,2020-08-01 12:00:00,Bangalore,12.9716,77.5946,TRAFFIC VIOLATION,Other,23,F,Poison,Traffic Fatality,1,No,,12,Saturday,8,1,2.0,12.972,77.595,3588.0,2.38015607580825,1436.4140468227424,,Afternoon
182,2020-01-10 13:00,2020-08-01 13:00:00,Mumbai,19.076,72.8777,CYBERCRIME,Other,53,F,Poison,Other Crime,1,No,,13,Saturday,8,1,2.0,19.076,72.878,4415.0,2.3966024915062287,1767.218980747452,,Afternoon
183,2020-01-10 09:00,2020-08-01 14:00:00,Ahmedabad,23.0225,72.5714,SEXUAL ASSAULT,Assault,28,F,Firearm,Violent Crime,5,Yes,2021-05-09 09:00,14,Saturday,8,1,5.0,23.022,72.571,1817.0,2.4446890478811225,728.6334067143645,High,Afternoon
184,2020-01-10 04:00,2020-08-01 15:00:00,Hyderabad,17.385,78.4867,SEXUAL ASSAULT,Assault,27,F,,Violent Crime,5,No,,15,Saturday,8,1,2.0,17.385,78.487,2881.0,2.393960430406109,1153.618188129122,,Afternoon
185,2020-01-08 19:00,2020-08-01 16:00:00,Mumbai,19.076,72.8777,FRAUD,Other,67,F,Other,Other Crime,1,Yes,2020-03-03 19:00,16,Saturday,8,1,2.0,19.076,72.878,4415.0,2.3966024915062287,1767.218980747452,,Afternoon
186,2020-01-11 15:00,2020-08-01 17:00:00,Bangalore,12.9716,77.5946,FRAUD,Other,70,F,Other,Other Crime,1,Yes,2020-03-12 15:00,17,Saturday,8,1,2.0,12.972,77.595,3588.0,2.38015607580825,1436.4140468227424,,Evening
187,2020-01-09 09:00,2020-08-01 18:00:00,Delhi,28.7041,77.1025,VANDALISM,Vandalism,75,F,Blunt Object,Other Crime,2,Yes,2020-02-13 09:00,18,Saturday,8,1,3.0,28.704,77.102,5400.0,2.385925925925926,2161.4157777777777,,Evening
188,2020-01-09 18:00,2020-08-01 19:00:00,Nagpur,21.1458,79.0882,IDENTITY THEFT,Identity Theft,66,F,,Violent Crime,2,Yes,2020-03-15 18:00,19,Saturday,8,1,2.0,21.146,79.088,1053.0,2.375118708452042,422.4125356125356,High,Evening
189,2020-01-09 04:00,2020-08-01 20:00:00,Hyderabad,17.385,78.4867,EXTORTION,Other,24,F,Knife,Other Crime,1,Yes,2020-03-23 04:00,20,Saturday,8,1,3.0,17.385,78.487,2881.0,2.393960430406109,1153.8181881291218,,Evening
190,2020-01-11 05:00,2020-08-01 21:00:00,Chennai,13.0827,80.2707,CYBERCRIME,Other,44,M,Explosives,Other Crime,1,Yes,2020-02-12 05:00,21,Saturday,8,1,2.0,13.083,80.271,2493.0,2.4091456077015643,998.4227436823104,High,Night
191,2020-01-09 15:00,2020-08-01 22:00:00,Chennai,13.0827,80.2707,KIDNAPPING,Kidnapping,63,F,Knife,Other Crime,4,No,,22,Saturday,8,1,3.0,13.083,80.271,2493.0,2.4091456077015643,998.6227436823106,High,Night
192,2020-01-09 02:00,2020-08-01 23:00:00,Delhi,28.7041,77.1025,IDENTITY THEFT,Identity Theft,18,M,Blunt Object,Violent Crime,2,Yes,2020-01-20 02:00,23,Saturday,8,1,3.0,28.704,77.102,5400.0,2.385925925925926,2161.4157777777777,,Night
193,2020-01-10 20:00,2020-09-01 00:00:00,Ghaziabad,28.6692,77.4538,PUBLIC INTOXICATION,Other,19,F,,Other Crime,1,No,,0,Tuesday,9,0,2.0,28.669,77.454,704.0,2.375,282.7125,High,Night
194,2020-01-09 09:00,2020-09-01 01:00:00,Jaipur,26.9124,75.7873,DOMESTIC VIOLENCE,Other,49,M,,Violent Crime,5,Yes,2020-03-06 09:00,1,Tuesday,9,0,2.0,26.912,75.787,1479.0,2.310344827586207,592.6931034482759,High,Night
195,2020-01-11 16:00,2020-09-01 02:00:00,Delhi,28.7041,77.1025,ILLEGAL POSSESSION,Other,33,F,Poison,Other Crime,1,No,,2,Tuesday,9,0,2.0,28.704,77.102,5400.0,2.385925925925926,2161.115777777778,,Night
196,2020-01-10 04:00,2020-09-01 03:00:00,Lucknow,26.8467,80.9462,DOMESTIC VIOLENCE,Other,56,M,Other,Violent Crime,5,Yes,2020-02-14 04:00,3,Tuesday,9,0,2.0,26.847,80.946,1456.0,2.3777472527472527,583.5133241758241,High,Night
197,2020-01-10 10:00,2020-09-01 04:00:00,Ahmedabad,23.0225,72.5714,PUBLIC INTOXICATION,Other,32,M,Explosives,Other Crime,1,Yes,2020-01-24 10:00,4,Tuesday,9,0,2.0,23.022,72.571,1817.0,2.4446890478811225,727.9334067143644,High,Night
198,2020-01-11 17:00,2020-09-01 05:00:00,Hyderabad,17.385,78.4867,EXTORTION,Other,25,F,Explosives,Other Crime,1,Yes,2020-01-22 17:00,5,Tuesday,9,0,2.0,17.385,78.487,2881.0,2.393960430406109,1153.518188129122,,Morning
199,2020-01-10 09:00,2020-09-01 06:00:00,Delhi,28.7041,77.1025,ARSON,Other,62,F,Firearm,Fire Accident,1,No,,6,Tuesday,9,0,5.0,28.704,77.102,5400.0,2.385925925925926,2161.715777777778,,Morning
200,2020-01-11 13:00,2020-09-01 07:00:00,Nashik,,,HOMICIDE,Homicide,56,F,Blunt Object,Other Crime,5,No,,7,Tuesday,9,0,3.0,,,,,,,Morning
201,2020-01-11 23:00,2020-09-01 08:00:00,Srinagar,,,COUNTERFEITING,Other,27,F,Blunt Object,Other Crime,1,Yes,2020-02-05 23:00,8,Tuesday,9,0,3.0,,,,,,,Morning
202,2020-01-12 08:00,2020-09-01 09:00:00,Nagpur,21.1458,79.0882,FRAUD,Other,63,M,Explosives,Other Crime,1,No,,9,Tuesday,9,0,2.0,21.146,79.088,1053.0,2.375118708452042,422.3125356125356,High,Morning
203,2020-01-10 04:00,2020-09-01 10:00:00,Mumbai,19.076,72.8777,DRUG OFFENSE,Other,34,F,Blunt Object,Other Crime,1,Yes,2020-03-15 04:00,10,Tuesday,9,0,3.0,19.076,72.878,4415.0,2.3966024915062287,1767.318980747452,,Morning
204,2020-01-11 16:00,2020-09-01 11:00:00,Lucknow,26.8467,80.9462,KIDNAPPING,Kidnapping,16,F,Firearm,Other Crime,4,Yes,2020-03-14 16:00,11,Tuesday,9,0,5.0,26.847,80.946,1456.0,2.3777472527472527,584.1133241758241,High,Morning
205,2020-01-11 04:00,2020-09-01 12:00:00,Hyderabad,17.385,78.4867,SHOPLIFTING,Other,59,F,Other,Other Crime,1,Yes,2020-03-03 04:00,12,Tuesday,9,0,2.0,17.385,78.487,2881.0,2.393960430406109,1153.518188129122,,Afternoon
206,2020-01-09 22:00,2020-09-01 13:00:00,Thane,,,VEHICLE - STOLEN,Other,44,F,,Violent Crime,5,Yes,2020-02-29 22:00,13,Tuesday,9,0,2.0,,,,,,,Afternoon
207,2020-01-11 08:00,2020-09-01 14:00:00,Bangalore,12.9716,77.5946,COUNTERFEITING,Other,21,F,Blunt Object,Other Crime,1,Yes,2020-02-10 08:00,14,Tuesday,9,0,3.0,12.972,77.595,3588.0,2.38015607580825,1436.5140468227423,,Afternoon
208,2020-01-09 19:00,2020-09-01 15:00:00,Patna,25.5941,85.1376,ASSAULT,Assault,59,M,,Violent Crime,5,No,,15,Tuesday,9,0,2.0,25.594,85.138,695.0,2.3884892086330933,279.1165467625899,High,Afternoon
209,2020-01-10 11:00,2020-09-01 16:00:00,Hyderabad,17.385,78.4867,EXTORTION,Other,41,F,Explosives,Other Crime,1,No,,16,Tuesday,9,0,2.0,17.385,78.487,2881.0,2.393960430406109,1153.518188129122,,Afternoon
210,2020-01-12 03:00,2020-09-01 17:00:00,Kolkata,22.5726,88.3639,PUBLIC INTOXICATION,Other,43,F,Knife,Other Crime,1,Yes,2020-01-14 03:00,17,Tuesday,9,0,3.0,22.573,88.364,2518.0,2.3669579030976964,1008.5100873709292,,Evening
211,2020-01-11 10:00,2020-09-01 18:00:00,Bhopal,23.2599,77.4126,COUNTERFEITING,Other,15,M,Explosives,Other Crime,1,No,,18,Tuesday,9,0,2.0,23.26,77.413,690.0,2.408695652173913,277.12260869565216,High,Evening
212,2020-01-10 00:00,2020-09-01 19:00:00,Delhi,28.7041,77.1025,FIREARM OFFENSE,Other,34,M,Blunt Object,Fire Accident,1,No,,19,Tuesday,9,0,3.0,28.704,77.102,5400.0,2.385925925925926,2161.315777777778,,Evening
